c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
7.564196174917329207e-01,2.751894556606451769e-01,4.575704438790572648e-01,5.095889786700952273e-01,4.539212736371244228e-01,4.422549553220879170e-01,4.984476644297686776e-01,2.468517387983781286e-01,4.607505990093069270e-01,5.731648486141944776e-01,0
9.028021390218252673e-01,7.812327200429503016e-01,5.642116373061966117e-01,5.463033945912134648e-01,6.982319454835320682e-01,3.370026403709657781e-01,2.049434075087875895e-01,8.232472333250852037e-01,7.504665737361940758e-01,6.871129478865450890e-01,1
6.936892404079765262e-01,7.396114274647096476e-01,4.583626618576146505e-01,5.002692846610073962e-01,6.618297570993582069e-01,3.583789297886501024e-01,2.675750308734305971e-01,7.645701752479270308e-01,7.226601135316578217e-01,7.637445598108468792e-01,1
6.551924132805261314e-01,7.163018414885620189e-01,5.011175541050891802e-01,4.840091993688703798e-01,7.236605315040121056e-01,2.482873653051659579e-01,2.767622751616621857e-01,8.039398199930948286e-01,8.394247777348902151e-01,7.700599343193310631e-01,1
7.515944731593411365e-01,2.658088973087290308e-01,4.875273061576544387e-01,5.105795190945079387e-01,4.917203982386543215e-01,5.833558315095879188e-01,5.391388050238598018e-01,2.129757034927535486e-01,4.969860617798728675e-01,7.345630556490480023e-01,0
7.662270436802545159e-01,3.337842537067325921e-01,5.218506140476906197e-01,4.685819891175961316e-01,5.153829036542448838e-01,5.135297440516574108e-01,5.294523377762083705e-01,2.971791278458059127e-01,4.678074031153807155e-01,8.384409257596372456e-01,0
4.906146669544038108e-01,4.986853487544528063e-01,5.208671157003783581e-01,5.064089510414229167e-01,7.082271262750858831e-01,2.800086492786392212e-01,2.438442184013419889e-01,8.416012772700538491e-01,8.360451725783705212e-01,6.617063509371690078e-01,1
2.383454428867592956e-01,2.462551922732926224e-01,2.766886474261343043e-01,5.471689212444786898e-01,7.586368492431290189e-01,7.581225222170235867e-01,7.593957883365214379e-01,5.044327098652034991e-01,5.150500520534870841e-01,7.483841983486800853e-01,2
7.187040897921821436e-01,2.295344711977270469e-01,4.975407533415508454e-01,4.950956534281976129e-01,5.151593113020125347e-01,4.784670667844880820e-01,4.814543544622146287e-01,2.007229217118164932e-01,5.377523877203248537e-01,7.490333478747251972e-01,0
8.205731731671563889e-01,4.941059862957939974e-01,3.387211348707669378e-01,5.509553723770497236e-01,5.813067504305584610e-01,4.143050814145504690e-01,5.202310019860861834e-01,3.262631718529666047e-01,5.659263650216310726e-01,7.972353358854753491e-01,0
4.730793388929531718e-01,6.935860670674566242e-01,3.503526876731972717e-01,5.959024461004270856e-01,6.474433049762103876e-01,1.516532231813044751e-02,4.771810026596157162e-01,7.382432410597336014e-01,7.025627115481057894e-01,7.574330443258696643e-01,1
7.770889780936837132e-01,7.496994242201884262e-01,5.702120259786815915e-01,4.908891692572550092e-01,8.242027937645823865e-01,2.287559586749507989e-01,2.251830499976262834e-01,8.107446459859741772e-01,7.642049833339541465e-01,7.407953607648388727e-01,1
7.940239183083225294e-01,1.586422481113889393e-01,4.239503607053594636e-01,4.598953162252205074e-01,5.552558478637705797e-01,5.177170077246595614e-01,5.050038719076893612e-01,1.746707683262920807e-01,4.694124330524979127e-01,7.687348627509857923e-01,0
7.820693023630426177e-01,2.659214698011999611e-01,5.379276524645902890e-01,5.818299587045361321e-01,5.594392871904944053e-01,7.315874267666686581e-01,4.834414038140240621e-01,1.314578729755564446e-01,6.303065949236928978e-01,6.870423477241925925e-01,0
7.272874481651004919e-01,8.278855295206883902e-01,5.065001377680460326e-01,5.043318790769838467e-01,8.299216753713360983e-01,2.579696170362608121e-01,2.805414620313285701e-01,7.587017577266036428e-01,7.291239124901487401e-01,7.266614186521951346e-01,1
7.875990761226887571e-01,3.839764568257109101e-01,7.440817624370200667e-01,5.058959108372389490e-01,8.350320793360724858e-01,5.654545336139353839e-01,-2.721946441520733950e-01,3.642660510359714832e-01,7.157290086280012620e-01,9.299987892611728535e-01,1
6.271826810913327943e-01,6.981718104919549805e-01,5.062528384884741328e-01,4.913859382167926615e-01,8.066547701779371859e-01,3.731103576596553895e-01,3.164571930323962778e-01,7.945509342312482293e-01,9.181442782605326869e-01,6.949311642531122990e-01,1
7.773602181356856766e-01,8.280039659562619114e-01,4.544866701325775971e-01,5.366425762503782559e-01,6.643520902415077645e-01,2.309520602892449204e-01,2.738487967070966089e-01,6.947704423664547990e-01,7.829046523210531072e-01,7.846611874574651591e-01,1
6.308357719235184735e-01,7.825977483835844239e-01,4.727789138106605060e-01,3.773155325142986127e-01,7.481491429703217566e-01,2.572794588938817073e-01,1.470993828093737077e-01,8.303119174126296631e-01,8.352912675210304450e-01,7.411215441292240413e-01,1
7.254698989878870519e-01,2.483579418471951739e-01,4.918066553415772479e-01,5.146746018425130131e-01,4.853708757370219229e-01,4.108794453017218795e-01,5.038222813649750886e-01,1.979789971695921635e-01,4.865554161942595157e-01,8.053550818688637314e-01,0
2.181093505326237580e-01,2.431441630229735917e-01,2.457023247537030164e-01,5.097273565075441937e-01,7.262431589395259568e-01,7.834812113138630574e-01,7.218859376112368720e-01,5.266487418827084932e-01,5.124670908319636231e-01,7.771857099725925089e-01,2
6.650937937181393700e-01,5.637005297528370207e-01,1.643822356960282227e-01,3.688378577098786471e-01,5.222172524924012516e-01,3.852932607955493194e-01,1.870821745046682971e-01,8.814043149178514280e-01,7.602173095224760146e-01,7.975040944234171869e-01,1
7.478353480383944651e-01,2.701010193887382060e-01,4.855005412632090178e-01,4.970762143582100889e-01,5.283948884248937938e-01,5.026853712586232259e-01,4.908032671743446373e-01,2.356846253153127291e-01,5.209964447228525586e-01,7.411640227520600588e-01,0
7.578463317823017631e-01,2.892795918564584068e-01,4.848975405085070856e-01,5.032147887524934804e-01,5.232755110135889343e-01,5.090725538968885466e-01,5.041689330245381351e-01,2.257584501255029130e-01,5.054873053296407015e-01,7.419410213388658581e-01,0
8.066440373697646438e-01,7.221914459182035007e-01,7.801092068343760122e-01,1.724785583853888915e-01,9.109312770723370090e-01,2.878355725766525430e-01,3.861747582544473589e-01,6.850212333444163360e-01,6.915364144579518868e-01,8.522675789525684387e-01,1
7.955858802412892894e-01,2.282918447590056299e-01,5.371757908183183439e-01,4.890279162409525426e-01,5.070447707279186478e-01,5.313017915125022306e-01,4.829894410810773864e-01,2.279375801476015428e-01,4.942885409058062618e-01,7.552341419419840163e-01,0
6.930699770007074934e-01,8.601925211015152284e-01,5.116723002141548848e-01,5.504850594695230859e-01,6.879977811050087544e-01,3.019968785085931362e-01,1.995228613372571624e-01,8.095698979670663542e-01,7.468592535041415070e-01,7.367477975097710408e-01,1
7.886809678608257546e-01,2.912202771462752970e-01,4.795791134696232860e-01,4.667095735910585796e-01,5.636838532720145345e-01,5.566866838134013618e-01,5.471575873466839601e-01,2.453634509782126605e-01,5.068398620022463996e-01,7.667665007917515707e-01,0
8.161165164765316060e-01,7.814730832367856594e-01,5.084792669349120775e-01,4.821368163449961108e-01,7.549852897287325781e-01,2.551452802199813963e-01,2.730610499585613971e-01,7.441861197728939503e-01,7.610564438652320796e-01,7.607714782180036162e-01,1
6.370005029696914622e-01,1.043357376306827955e-01,5.810601540816588972e-01,6.543855497644859298e-01,5.322564412268622203e-01,5.809183761991916217e-01,4.003603751572861191e-01,2.270128360402830503e-01,5.029706871278468716e-01,7.443356922193391512e-01,0
6.919075909979585104e-01,7.074595975902990830e-01,5.567735037006302790e-01,4.659412809879556749e-01,7.734923855798410131e-01,3.336958916237893202e-01,2.449450171695752021e-01,6.761705775367412574e-01,6.801819422109677271e-01,7.081531404164045362e-01,1
7.899622142426055982e-01,1.927444578944650655e-01,4.755842812770333938e-01,5.330873006041820794e-01,4.991935932199447201e-01,5.726691294412920019e-01,5.335483752106716659e-01,1.980839027390352558e-01,5.198441432884760571e-01,6.282197716635339324e-01,0
7.501785921974689630e-01,7.497435061544887036e-01,4.714727516319342504e-01,4.719558665997569680e-01,7.768620148601141917e-01,2.831748204065966945e-01,2.626662604607414297e-01,7.619307741261533984e-01,7.512920881898069725e-01,7.362709065496950700e-01,1
8.009016339129333417e-01,9.453923131528254586e-01,4.314588702993907843e-01,4.991224837649978485e-01,7.680143899465082802e-01,1.600855602355242269e-01,2.421120246662463726e-01,7.513524004103173670e-01,7.244712533495933915e-01,8.199045528637894931e-01,1
7.460737800542581732e-01,8.135080980968620867e-01,5.769134999271583464e-01,5.004113141509287654e-01,6.655735818387061853e-01,1.806906689875064087e-01,3.014246742549300806e-01,8.350662782154947283e-01,8.469989023945467821e-01,6.656550606992439612e-01,1
6.979025365195358210e-01,1.561020761174705118e-01,6.351737425004480020e-01,5.673899607811159207e-01,5.544938831066289486e-01,4.507893083759463293e-01,5.388600337421289854e-01,1.605875103473402288e-01,5.834630329695645878e-01,7.050816542168073520e-01,0
7.655281165472881399e-01,7.947871262605001874e-01,3.041974712908486200e-01,3.535790036396837532e-01,8.551565994697187811e-01,2.160840715224895958e-01,3.453278319333823454e-01,7.260652931024775825e-01,6.242274876477186263e-01,6.624500743495790323e-01,1
7.452699844720127587e-01,7.342563464251941063e-01,4.723717078787304513e-01,4.980798767842552488e-01,7.511305687593187175e-01,2.596504754821190031e-01,2.352035021736230136e-01,7.505613078055642928e-01,7.660191355348796582e-01,7.386407847882835442e-01,1
7.785985923372195083e-01,3.801414408015937330e-01,4.415237679458641207e-01,5.425691197040554137e-01,5.350218995241571296e-01,5.070185727238935014e-01,4.524211234216135025e-01,2.016751683293064867e-01,5.961884368594809747e-01,6.900509219904953362e-01,0
7.652655399968539829e-01,7.761476304891776756e-01,4.908710357053212014e-01,4.829491526428794090e-01,7.642505813930949854e-01,2.584441970933863963e-01,2.454754491503332303e-01,7.589241398708976849e-01,7.872763244065608124e-01,6.975421033262051429e-01,1
2.703003540375549241e-01,2.362292768836090073e-01,2.639573785896270341e-01,4.919715561484274136e-01,7.267274727124997113e-01,7.580437084416216109e-01,7.268295584426825995e-01,5.041642852982232137e-01,4.571539860082615148e-01,7.420674143825681801e-01,2
7.192162266536006321e-01,8.049791520775040343e-01,5.986647384488260615e-01,4.941693415065225858e-01,6.594599003222116895e-01,2.424618171796530108e-01,2.036538689346432396e-01,9.174263069148240746e-01,7.992998633041313861e-01,8.004720806109734133e-01,1
1.035960296464432329e+00,7.230334397101796373e-01,5.983400066856205957e-01,3.311824394085238765e-01,9.044567344847799228e-01,2.290001496751008503e-01,2.337122165885633374e-01,6.454573426349332621e-01,7.113950261620434201e-01,9.321287588398585733e-01,1
7.597187517865295892e-01,7.306383059182552930e-01,5.058577538100976767e-01,4.883741985640420724e-01,7.290876470395036835e-01,2.128707641894900804e-01,2.632128257395234261e-01,7.588821404874932508e-01,7.536462978126817758e-01,7.284788961614493408e-01,1
7.617711044408930210e-01,9.706174637221979262e-01,4.762131276041205452e-01,4.197189765507702286e-01,7.439087464950910888e-01,1.643993645362896439e-01,2.005927434164129497e-01,7.839859247055436242e-01,8.750228431168712850e-01,4.902597651718271776e-01,1
2.771992784481076555e-01,2.711512173901478584e-01,2.368212289218667443e-01,5.054289303647456766e-01,7.735612174866858259e-01,7.310471166760563744e-01,7.655637445553280518e-01,4.857456422729997114e-01,5.159134186298909297e-01,7.312250001810610689e-01,2
6.112934231944191499e-01,2.297263095773051378e-01,7.784047279578334422e-01,6.483531792138095273e-01,6.426875130800040470e-01,1.000943222421915468e+00,7.505024084889727609e-01,8.917084460381413669e-01,1.307439355762060718e+00,9.679843720852433497e-01,-1
7.509095090335307088e-01,7.165897115048174282e-01,4.312129880892174305e-01,7.682586218243540044e-01,7.964552959909722007e-01,3.748490841550419228e-01,1.368101917138337953e-01,8.072733535198777233e-01,7.250354116658576098e-01,7.599829717167131404e-01,1
3.679244566410366790e-01,7.839206589481473308e-01,5.565331659429801903e-01,-1.442800674731459232e-01,7.705169607527423414e-01,-1.355054598156131274e-01,9.686438703620477986e-01,6.737541150470744977e-01,6.907088451150880104e-01,7.491024201880019939e-01,1
8.268580354896446494e-01,7.452256020451952789e-01,4.755029603888435430e-01,5.041225313194208635e-01,8.506297017148894968e-01,1.889150802411300456e-01,3.007957171311160249e-01,7.392050323781672594e-01,7.744653739439971707e-01,5.501829871818719742e-01,1
6.337857493536448450e-01,2.480885242250744638e-01,4.890228954124094529e-01,4.603916687286929710e-01,5.374542960119965684e-01,5.933647382191943320e-01,4.351307516383656204e-01,2.766073614733016162e-01,4.670647911931902208e-01,8.191045632239868368e-01,0
7.489980697884616179e-01,7.899190738781468601e-01,5.317133639967038805e-01,4.992216666101676470e-01,7.454937059340467354e-01,2.847435155231279325e-01,2.161708033296390330e-01,7.317132437508019338e-01,7.358572789962830596e-01,7.231663315131572345e-01,1
7.782365478801684944e-01,2.061855564135469665e-01,4.563443660187074258e-01,5.004518696676131251e-01,4.799667308874877025e-01,4.837026589117667807e-01,4.807123092062567937e-01,2.695044973224089424e-01,4.894421949018410434e-01,7.467576958936390508e-01,0
8.111365399485520600e-01,7.253762294970795832e-01,3.934342522013050125e-01,4.353330544228456445e-01,7.306493794005892717e-01,3.744072330890506617e-01,7.049251731044220426e-02,7.016040111256446332e-01,9.069697045074976982e-01,5.855551228352723347e-01,1
7.939981460516253309e-01,8.275442999553297430e-01,4.643311491094591070e-01,4.939023434782781052e-01,7.937818308671229506e-01,2.296272348569469712e-01,3.046510781883383090e-01,7.815341751382676172e-01,6.611314208110551371e-01,6.640270641581755839e-01,1
7.979771413042413553e-01,8.557031185370745918e-01,4.148306184442736022e-01,5.017958953436433278e-01,8.225940907069004826e-01,3.669140313615428806e-01,2.886640068353957811e-01,6.918031676187695878e-01,8.033718765030670728e-01,8.343200314269838547e-01,1
7.507084024194756733e-01,7.584121929448262023e-01,4.178432816872044153e-01,4.135536819689313304e-01,7.022110294730912194e-01,2.233249632633684256e-01,2.194643968556964087e-01,8.323756038129732637e-01,7.929817601990315490e-01,6.958127611521350842e-01,1
7.166867125551688034e-01,7.451351069164678931e-01,4.966268240412048396e-01,4.681664351859791129e-01,7.464754302123590701e-01,2.648168878512414670e-01,1.927297018653147676e-01,8.107121555403549173e-01,7.957685712789939192e-01,7.902395527577108503e-01,1
6.494104481864968470e-01,7.655382618646724424e-01,4.995692652460967942e-01,4.834174723529093276e-01,7.739969549065752741e-01,2.653665602748983554e-01,2.578468706983533809e-01,7.517345067704922501e-01,8.161954499611506764e-01,7.330918653612874536e-01,1
6.711192194741020245e-01,7.556093483549303214e-01,5.257901015364702113e-01,5.122526646519609539e-01,7.365593054562495912e-01,2.130234733896308463e-01,2.645739725274245946e-01,7.737683951322865683e-01,7.904896396554752513e-01,7.180684682629735471e-01,1
7.980932284365996887e-01,1.946526197223531485e-01,4.736711909675294097e-01,7.360116133052250209e-01,1.241069647354531957e+00,1.226896606269403112e+00,1.233924610984114212e+00,7.247825754914983820e-01,1.246880976739951574e+00,7.384946449268863233e-01,-1
8.134763062867776950e-01,2.629058127765549480e-01,5.392810619988093190e-01,4.920602964974183369e-01,4.266642411485522812e-01,5.761528847604766579e-01,5.480154930127226764e-01,2.540620567812579278e-01,5.399434053752346641e-01,7.175748096743987947e-01,0
7.142578276633579915e-01,2.700596358833455279e-01,4.887838567596192174e-01,5.860735327550531393e-01,5.478450876044210771e-01,7.887388073467878069e-01,7.043600511603753667e-01,1.165200851343423244e-01,5.000398473543263833e-01,7.065117203063958629e-01,0
7.911308087638546649e-01,2.203529232617865152e-01,5.134118474491621287e-01,5.907590694590235669e-01,5.378534607584176674e-01,5.347319425676936300e-01,4.985241861783683004e-01,2.225054647994908485e-01,5.196957393708259154e-01,7.315813416768356392e-01,0
6.989530271457486954e-01,5.908237825714565128e-01,4.673762929867842919e-01,5.095196705121686209e-01,7.580272412285261607e-01,2.433226128514794362e-01,2.504927972701088690e-01,7.620065537904949782e-01,7.151251581610449382e-01,7.348137598659596481e-01,1
7.506257215666426452e-01,9.000620951362845457e-01,5.043860303323386418e-01,4.629460837760336345e-01,7.214334439062034532e-01,2.619126422804203824e-01,2.581380538361713883e-01,7.353771525085582850e-01,6.867284953176377993e-01,6.830498463241738705e-01,1
6.074084359137259526e-01,7.230897402038544142e-01,7.640487193833885859e-01,6.283076733696252303e-01,6.367023579194183158e-01,1.533486732962858201e-01,4.674640161565296603e-01,6.698883857516986229e-01,8.152209873340870994e-01,7.126581081744595147e-01,1
7.428797419866528529e-01,3.101069620984494568e-01,4.793920601580196617e-01,4.677550521702279474e-01,5.045294176356110993e-01,5.055073291022988968e-01,5.363884232144866537e-01,2.095796305069412557e-01,4.933911012523684025e-01,7.319865811875789774e-01,0
8.495227592547689444e-01,1.052122521852563608e+00,3.858636867006751681e-01,4.567678872214191999e-01,9.784357393984466356e-01,2.063906815066352540e-01,2.651304571942491028e-01,9.924125980540141612e-01,7.146958983209338312e-01,8.895392201154281864e-01,1
7.622873135153431789e-01,3.316137293407022679e-01,3.991068625237528256e-01,4.613601958331438047e-01,4.540050224785961985e-01,4.637596413140604446e-01,5.167123044573135315e-01,2.606199405325074769e-01,5.488416801441634574e-01,6.920148769485183760e-01,0
7.423504234091214959e-01,5.560692244857743383e-01,2.646091580260544474e-01,7.907305276218038470e-01,1.299297719958722785e+00,1.093935042034810401e+00,9.959207450378859683e-01,1.268671673757596263e+00,1.188207692353708822e+00,9.494961457820786377e-01,-1
7.009221479465292948e-01,8.572303170477045819e-01,2.793414795943132134e-01,4.973274727919084204e-01,9.833818550800613734e-01,3.700673260388145369e-01,2.321219654845796676e-01,6.886315034576995231e-01,8.409948906753987874e-01,7.580639703175073851e-01,1
6.931759602728179148e-01,6.652839387637254909e-01,5.851466452943621110e-01,5.994500830213397302e-01,8.862755834803995869e-01,2.823544461503048608e-01,4.330827191762220418e-01,7.542237713488829653e-01,6.329173614284113736e-01,8.749796646880572126e-01,1
7.449936910070832363e-01,7.646385812615328348e-01,4.910324513119891932e-01,4.749519337598356872e-01,7.441954563346097062e-01,2.408682588967681892e-01,2.468777668981275430e-01,7.695803706613532080e-01,7.537973559027645321e-01,7.529127769626725586e-01,1
7.568774221712345485e-01,2.644213338067050167e-01,4.770997975555749671e-01,5.008616039660858110e-01,5.075970650457035660e-01,4.948123994860137986e-01,5.010424410452867239e-01,2.263782154584186856e-01,5.078042950883782103e-01,7.469543656868673498e-01,0
8.851384672612250260e-01,2.384553930574712655e-01,3.603700054690358590e-01,5.236904864637891288e-01,4.969658857415651387e-01,6.747212451667853328e-01,5.785820772451346627e-01,2.676925351733953073e-01,5.969830053879050524e-01,7.133435726683126088e-01,0
8.006047135536989989e-01,3.591612424815284199e-01,4.303590858404533481e-01,4.973406758336662015e-01,5.462239421925307870e-01,5.047177253051434720e-01,5.496158468608447478e-01,3.287166956138989349e-01,5.284485385636636945e-01,9.037050160184940673e-01,0
8.596605440877932436e-01,5.240664358489208752e-01,4.341821827642354248e-01,4.446153059807707031e-01,6.999151811959017921e-01,4.169368303630850980e-01,2.893112263372173421e-01,6.460582812771878958e-01,7.766203305082323149e-01,5.890374276752445848e-01,1
7.412292985367934239e-01,2.607617329550067087e-01,4.992223413145339683e-01,4.996746423824202088e-01,5.121384395672742285e-01,4.968207498325766247e-01,4.956484396720563512e-01,2.338145720832545404e-01,5.148913569751428776e-01,7.369144590575609222e-01,0
7.693984367582085149e-01,2.752670306371907127e-01,4.885446210955018409e-01,4.970296625893749765e-01,5.077703489837045447e-01,5.022247231640050158e-01,5.256838456355036326e-01,2.356502251003727288e-01,4.967654132196555050e-01,7.322107388459948574e-01,0
7.481796777821071442e-01,1.004937753889576513e+00,5.004431862773532913e-01,3.951138616037841444e-01,9.128551087342419157e-01,7.989390121390224642e-02,2.101572117148429175e-01,9.635672972114684987e-01,4.044424703598264448e-01,6.313934983435994797e-01,1
7.404423238299159271e-01,7.556648394685628878e-01,5.003644744643583886e-01,5.040355566881548066e-01,7.487232257954971049e-01,2.568959242604019755e-01,2.478627904298688622e-01,7.710928385894079140e-01,7.483304857620416417e-01,7.228347143499597172e-01,1
7.702510762891592311e-01,6.536981359771030231e-01,6.664900359423833187e-01,5.230347056342103951e-01,6.080369596391653753e-01,1.496723686532565045e-01,3.611599942869894164e-01,7.731919392850760131e-01,9.234922181692659660e-01,8.140857241825154578e-01,1
7.632740789313816610e-01,3.568838357034527231e-01,4.763270656108812284e-01,5.143297825033937842e-01,4.895311533718943453e-01,4.006360513867343043e-01,4.447323304637825214e-01,2.155086054329433398e-01,6.580606681292341387e-01,7.217974433331870721e-01,0
7.316078745464291710e-01,7.362290451659841972e-01,4.166070664432218740e-01,6.109080798590016403e-01,7.112383448922745544e-01,2.298021473345286669e-01,4.193415248190325850e-01,7.834463205744186531e-01,7.398467786690251513e-01,7.326499220782967114e-01,1
7.477821211676712876e-01,7.712750169462458949e-01,4.757739492902025580e-01,5.014411520842868564e-01,7.785204442159165961e-01,2.418453075406319930e-01,2.780372146550943446e-01,7.654473903643130850e-01,7.449581949308491380e-01,7.263828286281919233e-01,1
3.558468663098549589e-01,8.941259428243220064e-01,1.027142089710000317e-01,4.711813646277744350e-01,4.392306637252270107e-01,5.377879789477932881e-01,2.347434930683416632e-01,1.218220297368230787e+00,1.108048790683655804e+00,1.123285785580248497e+00,1
8.181829623409317964e-01,3.575018664052933559e-01,4.330527550907485868e-01,5.229463098287572276e-01,5.381542393669188629e-01,5.366143351583040344e-01,5.624419930230026843e-01,2.380499550475831672e-01,5.457659026283642190e-01,7.245483280280688998e-01,0
8.727710368474190794e-01,7.377769300232307481e-01,4.790333163324783650e-01,4.676177727326508715e-01,6.994116025836314421e-01,9.367389701691211656e-02,1.367024738741249024e-01,7.450160685616239453e-01,8.885849197325869087e-01,8.481946726950497784e-01,1
7.675815050370645709e-01,2.580371014432891186e-01,4.576315424216329530e-01,4.777555309757399171e-01,5.054322288884496306e-01,4.861344281274795898e-01,5.048353764549565748e-01,2.185499001165469024e-01,4.861644739105536739e-01,7.546486809264778550e-01,0
1.876372450663380542e-01,6.757445037127316478e-01,4.930062555225052101e-01,1.591162844924070563e-01,7.907029463211354692e-01,1.109155882174192476e+00,6.549451256462711646e-01,6.679133302854944887e-01,6.422168852193824717e-01,7.312995419140334574e-01,-1
7.815413262447934439e-01,7.382116221878373130e-01,4.433128624547626462e-01,4.604865739032493743e-01,7.301250064346631596e-01,2.975560325856689836e-01,2.353241045498645490e-01,6.592111443151981165e-01,7.904945974849552082e-01,7.367126257145635293e-01,1
7.890784563246026062e-01,1.888083681192133378e-01,4.918315287382700740e-01,5.235461792703544059e-01,5.217601584797052494e-01,5.284968766272959417e-01,5.724210451162412561e-01,1.532193587583386141e-01,4.780644783608075654e-01,7.792329447536429088e-01,0
7.945976609073817087e-01,7.282246413189146228e-01,4.774992375368503628e-01,4.549881751470663538e-01,8.157223555985338992e-01,2.683287531151631877e-01,1.767667084839632530e-01,8.787116680096653809e-01,6.660567802673110771e-01,5.670866684200840391e-01,1
7.526569444522366314e-01,7.518517259811049458e-01,4.923084424467883968e-01,4.876715052135285888e-01,7.551374813995550550e-01,2.578864541932303078e-01,2.511491395801601634e-01,7.526997944763393900e-01,7.542507423651314546e-01,7.417841721334633709e-01,1
7.480465288364492871e-01,8.401344219396870150e-01,5.789484699366034270e-01,4.845591123778011378e-01,7.963046353120502019e-01,2.654687874860012231e-01,3.474388955621747210e-01,7.838974826852423972e-01,7.305157109122055736e-01,7.570032322411270886e-01,1
6.792500957937719352e-01,8.320298099502569933e-01,4.518811401252545989e-01,5.188594845936004285e-01,7.730164360720551686e-01,2.006863042640100736e-01,3.383482367567490212e-01,7.721622984737606110e-01,7.954685984832555734e-01,7.482828315412541897e-01,1
2.214836257629420879e-01,2.391789032863273212e-01,2.929996667847593050e-01,5.062799348488473683e-01,7.593674671298402679e-01,7.528486947484090974e-01,7.551708146319910941e-01,4.983887299598405707e-01,4.551550589231167510e-01,7.659718649975070237e-01,2
7.357219696706631673e-01,7.567580483090223797e-01,5.301807663976262353e-01,4.717884966704534722e-01,8.203976520435856123e-01,2.836131170584883510e-01,2.284220864452183308e-01,7.425690546644830858e-01,7.855641316621454484e-01,7.308815248585245339e-01,1
7.184503785857935254e-01,7.387363205261282539e-01,4.566045935562632607e-01,5.059426809128036995e-01,7.369252400896336708e-01,2.766760607779081838e-01,2.424256854532134131e-01,7.665236860987812983e-01,7.538387734551122987e-01,7.491459983672136280e-01,1
7.073500533662948619e-01,7.571328203815554936e-01,4.532211992861165384e-01,5.834478617529482714e-01,6.870103483045142401e-01,3.192651044277473038e-01,2.771770759814388141e-01,6.964129427147780493e-01,8.638452823024886928e-01,7.905054149321760759e-01,1
9.002237522825787819e-01,8.184117155595788118e-01,2.102706088820726071e-01,1.856917398030937250e-01,5.167252060287185200e-01,1.044332298949006255e+00,4.003193529569695208e-01,6.612491553322060733e-01,1.328182264479053298e+00,5.301448760551470407e-01,1
7.329352932348461858e-01,2.591196886386092912e-01,4.853963389630316927e-01,4.667485341072618032e-01,5.123507402058619098e-01,4.796177629591041880e-01,4.903319979407992357e-01,2.398926715598836135e-01,5.234246584659631996e-01,7.302802653011246647e-01,0
7.976325052695746320e-01,8.717269518826722408e-01,5.971160576539221720e-01,2.519347489623691150e-02,7.173687986130172778e-01,2.587098419062152099e-01,2.742547117111740484e-01,3.052383639422601158e-01,7.420180307653645446e-01,6.960868175652170642e-01,1
7.251623626838316072e-01,2.596002263775294971e-01,4.896568904432323510e-01,4.946961606776592579e-01,4.966353668093246854e-01,4.737091009868131253e-01,4.963770148153782702e-01,2.360574437963748051e-01,5.007849805850360658e-01,7.410616131289959885e-01,0
7.250738653557849966e-01,4.778760137018311371e-01,8.788429006922071629e-01,2.258586602261372644e-01,1.182528196622452787e+00,1.637532316988701275e-01,3.955616302035416254e-01,9.781106018132841307e-01,8.220708689512321588e-01,6.890223237365582509e-01,1
5.291041365557440646e-01,8.305567627182668389e-01,5.272339793814551090e-01,6.660634923687047682e-01,1.250657357655568624e+00,8.037218544113495788e-01,1.079620773812237200e+00,7.586259773986532284e-01,7.823694407586105903e-01,9.257992330889573962e-01,-1
7.558566283634675642e-01,8.014284003497673670e-01,4.163148876240868601e-01,4.877315670593374564e-01,7.103181525283430719e-01,2.925693646493210398e-01,3.585525722872507925e-01,6.632110996356289645e-01,8.459538584783631299e-01,7.809445956357716767e-01,1
7.756434829503844330e-01,2.702640871321798643e-01,4.968270260896320289e-01,4.967908970495497623e-01,5.014980191948764654e-01,5.045908939726064801e-01,4.994759980968756508e-01,2.411416872094329089e-01,5.273780835890230501e-01,7.235715223792990036e-01,0
7.800230245772824533e-01,1.067143648654524268e+00,4.823941420566840721e-01,5.114950339753338016e-01,7.061109600504303918e-01,1.083945094459047020e-01,3.589686830800437045e-01,5.873231979860905616e-01,9.539500954269678479e-01,7.224751272974685445e-01,1
8.265507783592604962e-01,4.088834446941654877e-01,8.625677772507807095e-01,7.514288957799366564e-01,6.887666491853077222e-01,1.191544200181988478e+00,1.071640051008267314e+00,1.293279217734676356e+00,9.292765563631866232e-01,9.540829368550596268e-01,-1
7.244318664352480397e-01,7.549789336882488655e-01,4.811172777727393823e-01,4.554813752153820117e-01,7.348516695256089859e-01,2.633270776513428335e-01,2.386656852939176010e-01,7.659945556044823745e-01,7.357553163084610270e-01,7.494274461295602485e-01,1
6.388190451337916187e-01,3.386782540948493070e-01,5.611707592317408677e-01,6.073833117336415732e-01,6.026906817380133230e-01,6.610703556277892634e-01,4.877847440356520847e-01,1.872184301534169093e-01,4.868123055464158577e-01,5.894454613452240199e-01,0
7.644038388855696198e-01,7.276623693068074994e-01,2.514616783070403594e-01,6.960056699543708536e-01,7.869331060472335437e-01,2.496044211461460605e-01,1.820805976660916647e-01,1.045981808489576670e+00,3.413439508124767596e-01,5.462629448710225599e-01,1
